,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
745,flat,conscient heritage max,sector 102,1.78,9218.0,3.0,4.0,3+,5.0,Moderately Old,1747.51,0.0,1.0,0.0,0.0,0.0,0.0,125.0,"28.4750° N, 76.9715° E",28.475,76.9715
746,flat,paras dews,sector 106,1.25,7102.0,3.0,4.0,3+,5.0,Relatively New,1186.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,"28.5007° N, 77.0003° E",28.5007,77.0003
747,flat,sbtl caladium,sector 109,1.26,6542.0,3.0,2.0,3,8.0,Relatively New,1701.36,0.0,0.0,0.0,0.0,0.0,0.0,103.0,"28.5073° N, 77.0089° E",28.5073,77.0089
748,flat,new sathi apartments,sector 54,1.59,7067.0,3.0,3.0,3+,3.0,Moderately Old,2250.0,1.0,0.0,0.0,0.0,0.0,1.0,127.0,"28.4348° N, 77.1089° E",28.4348,77.1089
749,flat,emaar palm gardens,sector 83,1.8,9474.0,3.0,4.0,3,4.0,Relatively New,3102.05,1.0,1.0,1.0,1.0,0.0,1.0,174.0,"28.3986° N, 76.9647° E",28.3986,76.9647
750,house,independent,sector 14,6.46,18889.0,5.0,5.0,2,3.0,Moderately Old,3420.0,1.0,1.0,0.0,1.0,0.0,1.0,27.0,"28.4711° N, 77.0454° E",28.4711,77.0454
751,flat,godrej aria,sector 79,1.3,8844.0,2.0,2.0,2,7.0,Relatively New,1330.32,1.0,0.0,0.0,0.0,0.0,1.0,116.0,"28.3624° N, 76.9787° E",28.3624,76.9787
752,flat,ss almeria,sector 84,1.5,7500.0,3.0,3.0,3,2.0,New Property,3698.84,0.0,1.0,0.0,0.0,0.0,0.0,108.0,"28.3979° N, 76.9736° E",28.3979,76.9736
753,house,independent,sector 105,1.2,13333.0,4.0,4.0,1,2.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,"28.4952° N, 77.0114° E",28.4952,77.0114
754,flat,birla navya,sector 63a,2.2,17488.0,2.0,3.0,3+,4.0,Under Construction,1994.02,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"28.3923° N, 77.0888° E",28.3923,77.0888
755,flat,pyramid urban,sector 67a,0.6,8571.0,2.0,2.0,2,14.0,New Property,633.48,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"28.3960° N, 77.0372° E",28.396,77.0372
756,flat,ireo the grand arch,sector 58,3.8,17560.0,3.0,4.0,1,19.0,Moderately Old,2164.0,0.0,1.0,0.0,0.0,0.0,1.0,167.0,"28.4200° N, 77.1105° E",28.42,77.1105
757,flat,unitech vistas,sector 70,0.99,6326.0,3.0,4.0,2,11.0,Under Construction,1416.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3968° N, 77.0233° E",28.3968,77.0233
758,flat,mapsko mount ville,sector 79,1.3,8025.0,3.0,3.0,2,6.0,Relatively New,2429.66,1.0,0.0,0.0,1.0,0.0,0.0,151.0,"28.3624° N, 76.9787° E",28.3624,76.9787
759,flat,orchid island,sector 51,0.71,7889.0,2.0,2.0,1,4.0,Relatively New,1006.67,0.0,0.0,0.0,0.0,0.0,0.0,23.0,"28.4320° N, 77.0686° E",28.432,77.0686
760,flat,ramprastha the edge towers,sector 37d,1.0,5650.0,3.0,3.0,3+,13.0,Moderately Old,1601.81,0.0,0.0,0.0,0.0,0.0,0.0,38.0,"28.4478° N, 76.9703° E",28.4478,76.9703
761,flat,smart world orchard,sector 61,1.6,13913.0,2.0,2.0,2,4.0,New Property,1277.78,1.0,0.0,0.0,0.0,1.0,0.0,29.0,"28.4050° N, 77.0963° E",28.405,77.0963
762,flat,godrej oasis,sector 88a,1.29,7799.0,3.0,3.0,3,5.0,New Property,3283.1,1.0,0.0,0.0,0.0,1.0,0.0,65.0,"28.4347° N, 76.9557° E",28.4347,76.9557
763,flat,supertech hues,sector 68,1.0,8475.0,2.0,2.0,2,12.0,New Property,1311.11,0.0,0.0,0.0,0.0,0.0,0.0,54.0,"28.3853° N, 77.0484° E",28.3853,77.0484
764,house,independent,sector 8,0.82,10224.0,2.0,4.0,0,2.0,Moderately Old,891.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3738° N, 76.8970° E",28.3738,76.897
765,flat,puri emerald bay,sector 104,2.45,10000.0,3.0,4.0,3+,14.0,Relatively New,4261.64,0.0,1.0,0.0,0.0,0.0,1.0,56.0,"28.4788° N, 76.9960° E",28.4788,76.996
766,flat,emaar palm gardens,sector 83,1.76,9263.0,3.0,3.0,3,6.0,Relatively New,1500.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0,"28.3986° N, 76.9647° E",28.3986,76.9647
767,flat,m3m skywalk,sector 74,1.6,11380.0,2.0,2.0,2,28.0,New Property,1272.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"28.4158° N, 77.0118° E",28.4158,77.0118
768,flat,raheja atharva,sector 109,0.79,7932.0,3.0,2.0,2,3.0,Relatively New,2425.22,0.0,0.0,0.0,0.0,0.0,1.0,44.0,"28.5073° N, 77.0089° E",28.5073,77.0089
769,flat,ansal heights 86,sector 86,1.3,4666.0,4.0,6.0,2,11.0,New Property,2521.27,0.0,1.0,0.0,0.0,1.0,0.0,86.0,"28.3986° N, 76.9384° E",28.3986,76.9384
770,flat,m3m skywalk,sector 74,2.25,12500.0,3.0,3.0,3,5.0,Relatively New,1900.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0,"28.4158° N, 77.0118° E",28.4158,77.0118
771,flat,vipul lavanya,sector 81,0.75,5967.0,2.0,2.0,2,7.0,Moderately Old,1396.67,0.0,0.0,0.0,0.0,0.0,0.0,37.0,"28.3867° N, 76.9485° E",28.3867,76.9485
772,flat,tulip violet,sector 69,3.1,9823.0,4.0,6.0,3+,14.0,Relatively New,5633.89,0.0,1.0,0.0,1.0,0.0,0.0,174.0,"28.3966° N, 77.0341° E",28.3966,77.0341
773,flat,tata primanti,sector 72,4.1,13726.0,3.0,3.0,3,8.0,Moderately Old,2307.69,0.0,1.0,0.0,0.0,0.0,0.0,38.0,"28.4225° N, 77.0211° E",28.4225,77.0211
774,flat,emaar imperial gardens,sector 102,1.98,9900.0,3.0,3.0,3+,9.0,Relatively New,2222.22,0.0,1.0,0.0,0.0,0.0,1.0,72.0,"28.4750° N, 76.9715° E",28.475,76.9715
775,flat,m3m heights,sector 65,2.44,13297.0,3.0,3.0,2,7.0,Under Construction,1654.3,0.0,0.0,0.0,0.0,0.0,0.0,31.0,"28.4030° N, 77.0690° E",28.403,77.069
776,flat,allure homes,sector 12,0.72,7273.0,2.0,2.0,1,2.0,Relatively New,1100.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,"28.4723° N, 77.0320° E",28.4723,77.032
777,flat,emaar mgf the palm drive,sector 66,2.99,14950.0,3.0,3.0,3,7.0,Relatively New,2000.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,"28.3925° N, 77.0541° E",28.3925,77.0541
778,flat,bptp terra,sector 37d,1.49,8107.0,3.0,3.0,3,20.0,Relatively New,3413.47,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4478° N, 76.9703° E",28.4478,76.9703
779,flat,tulip purple,sector 69,2.6,10833.0,4.0,4.0,3+,4.0,Moderately Old,2171.95,0.0,1.0,0.0,0.0,0.0,0.0,37.0,"28.3966° N, 77.0341° E",28.3966,77.0341
780,flat,emaar mgf emerald floors premier,sector 65,2.0,12121.0,3.0,3.0,3,1.0,Relatively New,1833.33,0.0,1.0,0.0,0.0,0.0,1.0,124.0,"28.4030° N, 77.0690° E",28.403,77.069
781,house,ardee city,sector 52,5.5,20370.0,9.0,9.0,3+,3.0,Moderately Old,2700.0,0.0,1.0,0.0,1.0,1.0,1.0,26.0,"28.4379° N, 77.0785° E",28.4379,77.0785
782,flat,millenia,sector 37,0.4,6667.0,2.0,2.0,2,4.0,New Property,666.67,0.0,0.0,0.0,0.0,0.0,0.0,29.0,"28.4375° N, 76.9999° E",28.4375,76.9999
783,flat,shree vardhman flora,sector 90,0.92,4718.0,3.0,3.0,2,6.0,Relatively New,2166.67,1.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4085° N, 76.9369° E",28.4085,76.9369
784,flat,suncity vatsal valley,gwal pahari,1.53,10699.0,3.0,3.0,3,2.0,New Property,1588.89,0.0,0.0,0.0,0.0,0.0,1.0,117.0,"28.4484° N, 77.0210° E",28.4484,77.021
785,flat,paras dews,sector 106,0.88,6354.0,2.0,2.0,3+,3.0,Relatively New,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.5007° N, 77.0003° E",28.5007,77.0003
786,flat,bptp amstoria,sector 102,1.9,8444.0,3.0,3.0,3+,1.0,Relatively New,2500.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,"28.4750° N, 76.9715° E",28.475,76.9715
787,house,independent,sector 46,5.65,23870.0,8.0,6.0,3+,3.0,Moderately Old,2367.0,0.0,1.0,0.0,0.0,0.0,1.0,67.0,"28.4374° N, 77.0586° E",28.4374,77.0586
788,flat,signature global orchard avenue,sector 93,0.4,5479.0,2.0,2.0,0,0.0,Relatively New,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4153° N, 76.9326° E",28.4153,76.9326
789,house,independent,sector 24,5.25,38889.0,4.0,4.0,3+,2.0,Relatively New,1350.0,0.0,1.0,0.0,1.0,0.0,1.0,72.0,"28.4939° N, 77.1038° E",28.4939,77.1038
790,flat,ireo victory valley,sector 67,3.05,16267.0,3.0,4.0,2,35.0,Relatively New,2200.0,1.0,1.0,0.0,0.0,0.0,1.0,165.0,"28.3859° N, 77.0608° E",28.3859,77.0608
791,flat,m3m skywalk,sector 74,1.6,9512.0,2.0,2.0,2,26.0,Relatively New,3016.62,0.0,0.0,0.0,0.0,0.0,1.0,158.0,"28.4158° N, 77.0118° E",28.4158,77.0118
792,house,independent,sector 54,3.51,12342.0,4.0,4.0,3,4.0,New Property,2844.0,0.0,1.0,0.0,0.0,0.0,0.0,73.0,"28.4348° N, 77.1089° E",28.4348,77.1089
793,house,independent,sector 10,3.6,19608.0,3.0,4.0,3,3.0,Moderately Old,1836.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,"28.4537° N, 77.0009° E",28.4537,77.0009
794,flat,godrej aria,sector 79,1.1,11482.0,2.0,2.0,3,9.0,New Property,80.54,0.0,0.0,0.0,0.0,0.0,0.0,62.0,"28.3624° N, 76.9787° E",28.3624,76.9787
795,flat,m3m woodshire,sector 107,1.02,6649.0,2.0,2.0,3,6.0,Relatively New,1388.24,1.0,0.0,0.0,0.0,0.0,0.0,112.0,"28.5052° N, 76.9729° E",28.5052,76.9729
796,flat,bestech park view ananda,sector 81,0.95,6985.0,2.0,2.0,2,14.0,Relatively New,1260.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,"28.3867° N, 76.9485° E",28.3867,76.9485
797,flat,smart world gems,sector 89,1.25,8784.0,3.0,3.0,3,2.0,Under Construction,1287.78,0.0,0.0,0.0,1.0,0.0,0.0,12.0,"28.4253° N, 76.9439° E",28.4253,76.9439
798,house,independent,sector 4,0.92,15257.0,1.0,4.0,3,4.0,Moderately Old,603.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
799,flat,shree vardhman flora,sector 90,0.65,4815.0,2.0,2.0,3,3.0,Relatively New,1221.72,1.0,0.0,0.0,0.0,0.0,0.0,106.0,"28.4085° N, 76.9369° E",28.4085,76.9369
800,flat,shree arihant apartment,sector 54,1.5,8108.0,3.0,3.0,3+,4.0,Moderately Old,1700.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0,"28.4348° N, 77.1089° E",28.4348,77.1089
801,flat,godrej summit,sector 104,0.82,9856.0,2.0,2.0,3,12.0,Relatively New,85.9,1.0,0.0,0.0,0.0,0.0,0.0,120.0,"28.4788° N, 76.9960° E",28.4788,76.996
802,flat,ats kocoon,sector 109,2.95,10351.0,4.0,4.0,3+,7.0,Relatively New,3150.0,0.0,1.0,1.0,0.0,0.0,1.0,158.0,"28.5073° N, 77.0089° E",28.5073,77.0089
803,flat,ansal heights 86,sector 86,0.87,5367.0,2.0,2.0,1,12.0,New Property,1230.77,0.0,0.0,0.0,0.0,1.0,1.0,45.0,"28.3986° N, 76.9384° E",28.3986,76.9384
804,flat,emaar mgf emerald floors premier,sector 65,2.3,13939.0,3.0,4.0,3,3.0,Relatively New,1833.33,1.0,1.0,1.0,1.0,0.0,2.0,174.0,"28.4030° N, 77.0690° E",28.403,77.069
805,flat,m3m heights,sector 65,2.33,18477.0,2.0,2.0,3,35.0,Under Construction,1141.18,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4030° N, 77.0690° E",28.403,77.069
806,flat,ats tourmaline,sector 109,1.75,8140.0,3.0,4.0,3+,9.0,Relatively New,1945.7,0.0,1.0,0.0,0.0,0.0,0.0,94.0,"28.5073° N, 77.0089° E",28.5073,77.0089
807,flat,emaar gurgaon greens,sector 102,1.39,8424.0,3.0,3.0,3,7.0,Relatively New,1493.21,0.0,1.0,0.0,0.0,0.0,1.0,21.0,"28.4750° N, 76.9715° E",28.475,76.9715
808,flat,valley view estate,gwal pahari,0.38,6090.0,1.0,1.0,1,11.0,Moderately Old,564.71,0.0,0.0,0.0,0.0,0.0,0.0,42.0,"28.4484° N, 77.0210° E",28.4484,77.021
809,flat,dhoot time residency,sector 63,2.2,12813.0,3.0,4.0,3+,8.0,Moderately Old,1553.85,1.0,0.0,0.0,0.0,0.0,1.0,61.0,"28.3971° N, 77.0867° E",28.3971,77.0867
810,flat,godrej nature plus,sector 33,1.67,10503.0,3.0,2.0,2,18.0,Under Construction,1856.67,0.0,0.0,0.0,0.0,0.0,0.0,67.0,"28.4420° N, 77.0207° E",28.442,77.0207
811,house,independent,sector 28,12.0,42194.0,4.0,5.0,3+,4.0,Relatively New,2844.0,0.0,1.0,1.0,1.0,0.0,1.0,60.0,"28.4728° N, 77.0865° E",28.4728,77.0865
812,flat,avl 36 gurgaon,sector 36,0.45,9000.0,1.0,1.0,1,9.0,Relatively New,452.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4160° N, 76.9914° E",28.416,76.9914
813,flat,the close north,sector 50,2.35,11358.0,3.0,3.0,3,8.0,Moderately Old,1900.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4178° N, 77.0628° E",28.4178,77.0628
814,flat,parsvnath green ville,sector 48,2.0,7764.0,3.0,3.0,0,15.0,Relatively New,1923.08,0.0,1.0,0.0,0.0,0.0,0.0,74.0,"28.4177° N, 77.0359° E",28.4177,77.0359
815,flat,valley view estate,gwal pahari,1.5,8278.0,4.0,4.0,3+,9.0,Old Property,2013.33,1.0,1.0,0.0,0.0,1.0,0.0,135.0,"28.4484° N, 77.0210° E",28.4484,77.021
816,flat,la vida by tata housing,sector 113,1.9,18500.0,3.0,2.0,2,10.0,Relatively New,2570.07,0.0,0.0,0.0,1.0,0.0,1.0,174.0,"28.5287° N, 77.0233° E",28.5287,77.0233
817,flat,signature global solera,sector 107,0.49,8221.0,2.0,2.0,1,8.0,Relatively New,598.0,0.0,0.0,0.0,0.0,1.0,2.0,49.0,"28.5052° N, 76.9729° E",28.5052,76.9729
818,flat,suncity vatsal valley,gwal pahari,1.45,10140.0,3.0,3.0,3,4.0,Under Construction,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4484° N, 77.0210° E",28.4484,77.021
819,flat,tulip violet,sector 69,1.43,8888.0,3.0,3.0,2,1.0,Relatively New,2609.65,0.0,0.0,0.0,1.0,0.0,0.0,86.0,"28.3966° N, 77.0341° E",28.3966,77.0341
820,flat,mapsko mount ville,sector 79,1.4,9396.0,3.0,3.0,3,2.0,New Property,1655.56,0.0,0.0,0.0,0.0,0.0,1.0,112.0,"28.3624° N, 76.9787° E",28.3624,76.9787
821,flat,krrish provence estate,gwal pahari,5.25,9052.0,4.0,5.0,3+,2.0,New Property,5248.87,1.0,1.0,0.0,1.0,0.0,0.0,49.0,"28.4484° N, 77.0210° E",28.4484,77.021
822,flat,tulip violet,sector 69,1.9,9453.0,4.0,4.0,2,0.0,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.3966° N, 77.0341° E",28.3966,77.0341
823,flat,ats triumph,sector 104,1.75,7642.0,3.0,4.0,3+,12.0,Relatively New,4072.4,1.0,1.0,0.0,1.0,1.0,1.0,21.0,"28.4788° N, 76.9960° E",28.4788,76.996
824,house,central park flower valley,sector 33,1.15,9350.0,2.0,2.0,3,2.0,Relatively New,1400.0,1.0,0.0,0.0,0.0,0.0,1.0,71.0,"28.4420° N, 77.0207° E",28.442,77.0207
825,flat,takshila heights sector 37 c,sector 37,0.67,5583.0,2.0,2.0,2,3.0,Relatively New,1085.97,0.0,0.0,0.0,0.0,0.0,0.0,23.0,"28.4375° N, 76.9999° E",28.4375,76.9999
826,flat,rof ananda,sector 95,0.2,5602.0,1.0,1.0,1,2.0,Relatively New,406.76,0.0,0.0,0.0,1.0,0.0,0.0,53.0,"28.4172° N, 76.9081° E",28.4172,76.9081
827,flat,tulip violet,sector 69,1.68,10072.0,3.0,3.0,2,0.0,Relatively New,1509.5,0.0,0.0,0.0,0.0,0.0,0.0,157.0,"28.3966° N, 77.0341° E",28.3966,77.0341
828,house,dlf city plots phase 2,sector 25,6.3,35000.0,4.0,4.0,3+,2.0,Old Property,1800.0,0.0,1.0,1.0,0.0,0.0,0.0,89.0,"28.4844° N, 77.0860° E",28.4844,77.086
829,flat,tulip white,sector 69,0.9,6000.0,3.0,2.0,3+,1.0,Relatively New,1326.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,"28.3966° N, 77.0341° E",28.3966,77.0341
830,flat,ireo the corridors,sector 67a,1.6,9265.0,3.0,3.0,2,3.0,New Property,2692.9,0.0,0.0,1.0,0.0,0.0,1.0,142.0,"28.3960° N, 77.0372° E",28.396,77.0372
831,flat,m3m the tree of life,sector 111,2.35,14551.0,3.0,3.0,3+,5.0,Under Construction,1615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5238° N, 77.0320° E",28.5238,77.032
832,flat,ats tourmaline,sector 109,1.45,6744.0,3.0,4.0,3+,4.0,Relatively New,1797.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0,"28.5073° N, 77.0089° E",28.5073,77.0089
833,house,independent,sector 4,2.35,16319.0,4.0,4.0,2,2.0,Old Property,1440.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,"28.4738° N, 77.0107° E",28.4738,77.0107
834,flat,smart world gems,sector 89,1.2,8433.0,3.0,3.0,2,3.0,New Property,1423.0,1.0,0.0,0.0,0.0,1.0,0.0,37.0,"28.4253° N, 76.9439° E",28.4253,76.9439
835,house,independent,sector 45,16.0,35003.0,6.0,7.0,3+,3.0,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,1.0,105.0,"28.4466° N, 77.0660° E",28.4466,77.066
836,flat,laxmi pareena,sector 99,0.3,6667.0,2.0,1.0,0,12.0,New Property,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4640° N, 76.9614° E",28.464,76.9614
837,flat,vatika lifestyle homes,sector 83,1.3,4545.0,3.0,3.0,1,6.0,Relatively New,2588.24,0.0,0.0,0.0,0.0,0.0,1.0,79.0,"28.3986° N, 76.9647° E",28.3986,76.9647
838,flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2.0,2.0,2,9.0,New Property,1466.7,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"28.4640° N, 76.9614° E",28.464,76.9614
839,flat,earth copia,sector 112,0.7,4673.0,2.0,2.0,2,4.0,Relatively New,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,"28.5189° N, 77.0183° E",28.5189,77.0183
840,house,independent,sector 3,0.55,7333.0,1.0,1.0,0,1.0,Moderately Old,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4909° N, 77.0176° E",28.4909,77.0176
841,house,independent,sector 7,2.0,13889.0,2.0,2.0,2,2.0,Old Property,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,"28.4644° N, 77.0143° E",28.4644,77.0143
842,house,independent,sector 4,0.8,11852.0,2.0,3.0,1,2.0,Moderately Old,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
843,flat,palam vihar extension west zone rwa,sector 2,0.2,4000.0,1.0,1.0,1,1.0,Moderately Old,555.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
844,house,international city by sobha phase 1,sector 109,6.0,9634.0,4.0,5.0,3,2.0,Moderately Old,6228.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,"28.5073° N, 77.0089° E",28.5073,77.0089
845,flat,orris carnation residency,sector 85,0.88,5954.0,3.0,3.0,1,1.0,Relatively New,1343.89,0.0,0.0,0.0,0.0,0.0,0.0,65.0,"28.4042° N, 76.9513° E",28.4042,76.9513
846,flat,emaar gurgaon greens,sector 102,1.4,13685.0,3.0,3.0,3,7.0,Relatively New,2629.41,0.0,1.0,0.0,0.0,0.0,0.0,67.0,"28.4750° N, 76.9715° E",28.475,76.9715
847,flat,sobha city,sector 108,3.35,13267.0,3.0,4.0,2,19.0,New Property,2525.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,"28.5134° N, 76.9830° E",28.5134,76.983
848,flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10227.0,3.0,3.0,3,1.0,Relatively New,1531.22,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"28.4750° N, 76.9715° E",28.475,76.9715
849,flat,raheja vanya,sector 99,0.85,6789.0,2.0,2.0,2,3.0,New Property,1133.03,0.0,0.0,0.0,0.0,0.0,0.0,43.0,"28.4640° N, 76.9614° E",28.464,76.9614
850,flat,not applicable,sector 4,0.42,5600.0,2.0,2.0,1,3.0,Relatively New,833.33,0.0,0.0,0.0,0.0,0.0,1.0,26.0,"28.4738° N, 77.0107° E",28.4738,77.0107
851,house,independent,sector 7,1.55,13889.0,2.0,2.0,2,1.0,Moderately Old,1080.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,"28.4644° N, 77.0143° E",28.4644,77.0143
852,flat,ansal heights 86,sector 86,0.78,5735.0,2.0,2.0,1,8.0,New Property,1230.77,0.0,0.0,0.0,0.0,0.0,0.0,67.0,"28.3986° N, 76.9384° E",28.3986,76.9384
853,flat,ashiana anmol,sector 33,1.1,8627.0,2.0,2.0,2,4.0,Under Construction,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4420° N, 77.0207° E",28.442,77.0207
854,flat,tulip violet,sector 69,1.42,8999.0,3.0,3.0,2,8.0,Relatively New,1428.05,0.0,0.0,0.0,1.0,0.0,1.0,94.0,"28.3966° N, 77.0341° E",28.3966,77.0341
855,flat,raheja vedaanta,sector 108,0.7,4651.0,2.0,2.0,2,12.0,Moderately Old,1361.99,0.0,0.0,0.0,0.0,0.0,0.0,72.0,"28.5134° N, 76.9830° E",28.5134,76.983
856,flat,navjyoti apartment,sector 38,2.1,11939.0,4.0,4.0,3+,10.0,Old Property,1954.44,0.0,0.0,0.0,0.0,0.0,2.0,22.0,"28.4347° N, 77.0430° E",28.4347,77.043
857,house,unitech espace,sector 50,7.5,34722.0,3.0,3.0,2,2.0,Moderately Old,2160.0,0.0,1.0,0.0,0.0,0.0,1.0,66.0,"28.4178° N, 77.0628° E",28.4178,77.0628
858,flat,sare homes,sector 92,0.95,4750.0,4.0,3.0,2,17.0,New Property,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"28.4079° N, 76.9153° E",28.4079,76.9153
859,flat,jmd gardens,sector 33,3.25,7509.0,4.0,4.0,3+,17.0,Old Property,4808.89,0.0,1.0,0.0,0.0,0.0,1.0,130.0,"28.4420° N, 77.0207° E",28.442,77.0207
860,flat,sukhshanti apartment,sector 56,1.7,7727.0,3.0,3.0,3,4.0,Moderately Old,2200.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4245° N, 77.0991° E",28.4245,77.0991
861,flat,godrej oasis,sector 88a,1.19,10162.0,2.0,2.0,3,15.0,Relatively New,2774.41,1.0,0.0,0.0,1.0,0.0,1.0,174.0,"28.4347° N, 76.9557° E",28.4347,76.9557
862,house,independent,sector 23,1.2,6231.0,3.0,2.0,2,3.0,New Property,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,"28.5121° N, 77.0478° E",28.5121,77.0478
863,flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,2.0,2.0,2,11.0,New Property,2331.93,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4750° N, 76.9715° E",28.475,76.9715
864,flat,bestech park view city,sector 48,1.76,9910.0,3.0,3.0,3+,9.0,Moderately Old,1576.0,0.0,1.0,0.0,1.0,0.0,1.0,158.0,"28.4177° N, 77.0359° E",28.4177,77.0359
865,flat,microtek greenburg,sector 86,1.45,9797.0,3.0,2.0,3,8.0,Relatively New,1480.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0,"28.3986° N, 76.9384° E",28.3986,76.9384
866,flat,tulip violet,sector 69,1.4,8855.0,3.0,3.0,2,9.0,Relatively New,1428.05,0.0,0.0,0.0,1.0,0.0,0.0,120.0,"28.3966° N, 77.0341° E",28.3966,77.0341
867,flat,pioneer urban presidia,sector 62,7.15,16486.0,4.0,5.0,3+,7.0,Relatively New,3924.89,1.0,1.0,1.0,0.0,0.0,1.0,158.0,"28.4139° N, 77.0886° E",28.4139,77.0886
868,flat,bestech park view spa next,sector 67,2.72,11574.0,4.0,4.0,3+,0.0,Relatively New,2250.0,0.0,1.0,0.0,1.0,0.0,1.0,128.0,"28.3859° N, 77.0608° E",28.3859,77.0608
869,flat,signature global orchard avenue,sector 93,0.4,7353.0,2.0,2.0,2,11.0,New Property,603.97,0.0,0.0,0.0,0.0,0.0,0.0,37.0,"28.4153° N, 76.9326° E",28.4153,76.9326
870,house,vipul tatvam villa,sector 48,19.5,22222.0,5.0,6.0,3,2.0,Moderately Old,8775.0,1.0,1.0,1.0,1.0,0.0,1.0,110.0,"28.4177° N, 77.0359° E",28.4177,77.0359
871,flat,experion windchants,sector 112,5.6,11530.0,4.0,6.0,3+,15.0,Moderately Old,3662.34,0.0,1.0,0.0,0.0,0.0,1.0,157.0,"28.5189° N, 77.0183° E",28.5189,77.0183
872,flat,tarc maceo,sector 91,0.96,5411.0,2.0,2.0,3+,8.0,Moderately Old,1270.59,0.0,0.0,0.0,0.0,0.0,0.0,85.0,"28.4014° N, 76.9225° E",28.4014,76.9225
873,flat,dlf the ultima,sector 81,2.34,11185.0,3.0,4.0,3+,14.0,Relatively New,1760.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.3867° N, 76.9485° E",28.3867,76.9485
874,flat,bhawna cghs,sector 43,3.25,10156.0,4.0,4.0,3+,12.0,Moderately Old,6229.26,0.0,0.0,0.0,1.0,0.0,1.0,119.0,"28.4629° N, 77.0772° E",28.4629,77.0772
875,flat,emaar mgf palm hills,sector 77,1.25,8621.0,3.0,4.0,3,3.0,Relatively New,2619.99,1.0,1.0,0.0,0.0,0.0,0.0,49.0,"28.3801° N, 76.9845° E",28.3801,76.9845
876,flat,smart world orchard,sector 61,1.47,12250.0,2.0,2.0,2,2.0,Under Construction,1333.33,1.0,0.0,0.0,0.0,0.0,0.0,76.0,"28.4050° N, 77.0963° E",28.405,77.0963
